company_id,week_start,mrr,arr,capital_ready_rule_score,ml_bad_outcome_probability_8w,ml_health_score,capital_ready_score,final_tier,final_credit_action,final_advance_rate,acceptance_rate,session_duration_change_pct,champion_user_rate,frustration_score,top_customer_concentration,mrr_change_pct
arx_076,2011-12-05,25062.2207,300746.64839999995,69.29,0.8106514726772299,18.934852732277008,51.67,4,Declined,0.0,0.8143051911427338,-0.0917327696443821,0.3950075488002631,3.3259690489624667,0.8400742894713654,1.436329999324188
arx_020,2011-12-05,7318.32695,87819.9234,55.25,0.5560570932230705,44.39429067769295,51.45,4,Declined,0.0,0.7473469208305443,-0.1590118308398075,0.3709526750105976,21.142341847241244,0.425611895413917,-0.1559342461497213
arx_032,2011-12-05,9975.4139375,119704.96725000002,65.25,0.7444016442043078,25.559835579569224,51.36,4,Declined,0.0,0.7110218507215295,-0.1615021645302189,0.4377469178576958,21.15382090000613,0.281150424167184,0.2166809974204644
arx_051,2011-12-05,11701.845375,140422.1445,56.35,0.583800352666915,41.6199647333085,51.19,4,Declined,0.0,0.6886112402113346,0.1514535460032089,0.3893695558299868,20.78128437439606,0.6261254257890349,-0.1448914712991295
arx_009,2011-12-05,4249.3991375,50992.78964999999,54.45,0.5517144267541323,44.82855732458677,51.08,4,Declined,0.0,0.6905863341819807,-0.0916105960851882,0.3135514758586359,19.68879228044947,0.5263733490367628,-0.0085258881344676
arx_073,2011-12-05,17223.2649875,206679.17985,66.15,0.7704634612499653,22.953653875003464,51.03,4,Declined,0.0,0.7116927585136681,-0.1918601665340759,0.4068763565674944,16.738138846863365,0.3940859861542941,0.2382552589325319
arx_070,2011-12-05,10174.230275,122090.7633,61.96,0.6972418061918073,30.275819380819268,50.87,4,Declined,0.0,0.785684921584782,-0.2253269171814155,0.4309333803025385,15.354054012681928,0.2836419361900701,-0.1738693644626531
arx_054,2011-12-05,11303.1699,135638.03879999998,55.25,0.5792798075880398,42.072019241196024,50.64,4,Declined,0.0,0.7929812095369508,-0.0863854220087194,0.3723592334529779,22.929751974780032,0.4772213429798779,-0.1737346579183285
arx_060,2011-12-05,11291.134249999996,135493.61099999998,67.26,0.8033628346453016,19.663716535469845,50.6,4,Declined,0.0,0.833349897644892,0.0043688073763963,0.355560824280385,29.15717767768352,0.2690408381888015,-0.2743040695689572
arx_036,2011-12-05,10154.808124999998,121857.69749999998,63.26,0.7425026898961425,25.749731010385744,50.13,4,Declined,0.0,0.8203747804227794,-0.1316534912457386,0.2865322217989098,13.629434139667534,0.2180877093920572,-0.3685792441997907
arx_019,2011-12-05,22966.344775,275596.13729999994,70.99,0.8907915522518582,10.920844774814176,49.97,4,Declined,0.0,0.8150310144771215,-0.0723289028363911,0.3759779980501642,10.903646321991976,0.1661400836264018,1.1866789396932431
arx_037,2011-12-05,20561.71315,246740.5578,72.44,0.9476051056859589,5.23948943140411,48.92,4,Declined,0.0,0.7017724121293272,0.1326952521308833,0.3276629436838774,24.336857500561624,0.2806576940256368,2.872276182605209
arx_011,2011-12-05,39634.36221249999,475612.3465499999,68.1,0.8893230902227233,11.067690977727674,48.14,4,Declined,0.0,0.7834410816681943,-0.1609508481290339,0.4235618420168969,6.311944011009624,0.8644446056736559,0.6187044359473619
arx_013,2011-12-05,10505.99275,126071.913,60.6,0.7517048602611744,24.829513973882555,48.08,4,Declined,0.0,0.7223739290838449,0.2340308523195442,0.3660421094384955,30.810874056717992,0.5080639396455496,-0.1609562451148025
arx_063,2011-12-05,13845.8964875,166150.75785,69.26,0.9212076109135352,7.87923890864648,47.78,4,Declined,0.0,0.7469063738331081,-0.0074871028101196,0.3578766839700503,16.418007804533257,0.241097586522798,-0.2142619375503163
arx_078,2011-12-05,18020.3661,216244.3932,65.25,0.8617329469232019,13.82670530767981,47.25,4,Declined,0.0,0.7878027189992874,-0.2516444853566492,0.4246085433192053,13.92492124092471,0.2338754412969446,0.856789172781526
arx_065,2011-12-05,14133.89395,169606.7274,68.44,0.9380271690335011,6.197283096649886,46.66,4,Declined,0.0,0.7688951508038913,-0.1004349842145243,0.3929370947472106,15.595614673552545,0.3325552626128622,0.4051796102926965
arx_007,2011-12-05,16160.619199999996,193927.43039999995,54.49,0.6983548045260757,30.16451954739243,45.98,4,Declined,0.0,0.7881440008262063,-0.1158715791290768,0.3766611197093837,22.473422479833104,0.9022706792474516,0.1003836473196091
arx_029,2011-12-05,9054.5455,108654.546,53.36,0.6897609017249026,31.023909827509744,45.54,4,Declined,0.0,0.7524009071404851,-0.1921701835976991,0.3997800417305319,22.8765851979467,0.4357104359774897,-0.3017386168969604
arx_040,2011-12-05,19030.01375,228360.165,59.89,0.8296394615916863,17.036053840831368,44.89,4,Declined,0.0,0.7654904131688773,-0.1964098239583002,0.3539081907969623,17.58485401810659,0.7564513993531262,0.172077800435674
arx_042,2011-12-05,18303.0518,219636.62159999995,60.29,0.8595058442076359,14.049415579236413,44.11,4,Declined,0.0,0.6967595214896964,-0.03082313326751,0.3734531895782977,24.44002996030541,0.4396929173592971,0.6919808005141281
arx_035,2011-12-05,16339.991662499997,196079.89994999996,59.89,0.8835009375105258,11.649906248947417,43.01,4,Declined,0.0,0.8115637143745001,-0.0759667852203036,0.3338083637627005,11.693437825572856,0.5397826086956522,0.0117923624073046
arx_038,2011-12-05,18258.363475,219100.3617,63.04,0.9504255067645981,4.957449323540186,42.71,4,Declined,0.0,0.789061407932335,-0.1748492892708564,0.3621301820817622,20.482114661500564,0.273773964990275,1.0792351349077944
arx_046,2011-12-05,16348.344925,196180.13910000003,58.54,0.8791571756981028,12.084282430189718,42.28,4,Declined,0.0,0.7482933621566416,-0.2139257114285829,0.3496181499729292,19.515418899992305,0.436540868232842,0.1480737866862358
arx_030,2011-12-05,20346.049075,244152.5889,60.6,0.9341004979204385,6.589950207956152,41.7,4,Declined,0.0,0.811931464206642,0.0123666317461412,0.3007435480864266,31.948699521269308,0.7406317975707073,-0.0634247663754684
arx_004,2011-12-05,21261.9642125,255143.57055,52.35,0.8114867629980353,18.851323700196467,40.63,4,Declined,0.0,0.6706269388215966,-0.0538845639136806,0.279094027744225,19.799728783787813,1.0,-0.1347132255784314
arx_066,2011-12-05,15428.128237499996,185137.53884999995,57.64,0.912210418856659,8.7789581143341,40.54,4,Declined,0.0,0.7251366489455742,-0.2389828493396041,0.3486518897028191,21.72146205526793,0.2629384407432014,0.4843239548780718
arx_034,2011-12-05,19011.873375,228142.4805,58.54,0.9367438238547456,6.325617614525436,40.26,4,Declined,0.0,0.7533104549783577,-0.1288752396514649,0.3674927913287191,20.63646326291817,0.4395051497573102,0.7652042274615565
arx_079,2011-12-05,12688.334175,152260.0101,57.64,0.9498470956377385,5.01529043622615,39.22,4,Declined,0.0,0.721134337479475,-0.3652436695035617,0.3975904045981897,21.07431308790442,0.2520334700661858,0.0913152463640294
arx_000,2011-12-05,24759.330749999997,297111.9689999999,43.91,0.7197725429131038,28.022745708689623,38.35,4,Declined,0.0,0.761024436747492,-0.2533060945818094,0.3392484836675768,30.005501047025827,1.0,-0.5736716916274989
arx_003,2011-12-05,183000.103,2196001.236,55.64,0.9999988459909382,0.00011540090617545573,36.17,4,Declined,0.0,0.6647128175198538,-0.0932720195814903,0.2867082136063916,15.533853438554775,1.0,0.0
arx_058,2011-12-05,11108.361825000002,133300.34190000003,46.95,0.9244426272854503,7.555737271454966,33.16,4,Declined,0.0,0.6582474532371403,-0.1403282615651392,0.3187301691824605,30.886707085515592,0.5690206423231873,-0.0564923274506762
