company_id,week_start,gross_revenue,net_revenue,cancellation_amount,invoice_count,cancellation_count,active_customers,units_sold,top_customer_revenue,top_customer_concentration,cancellation_rate,rolling_4w_revenue,mrr,arr,mrr_change_pct,active_customer_change_pct,financial_feature_source,company_segment,active_users,session_count,events_per_session,generated_outputs,accepted_outputs,regenerated_outputs,acceptance_rate,regeneration_rate,champion_user_rate,frustration_score,avg_session_duration_min,support_ticket_count,synthetic_pressure,behavioral_feature_source,session_duration_change_pct,output_acceptance_score,engagement_score,sentiment_score,champion_user_score,mrr_trend_score,retention_score,concentration_score,capital_ready_rule_score,rule_tier,credit_action,advance_rate_applied,model_version,mrr_change_next_4w,active_customer_change_next_4w,future_cancel_ratio_4w,label_available_4w,bad_outcome_4w,mrr_change_next_8w,active_customer_change_next_8w,future_cancel_ratio_8w,label_available_8w,bad_outcome_8w,mrr_change_next_12w,active_customer_change_next_12w,future_cancel_ratio_12w,label_available_12w,bad_outcome_12w,is_trainable_8w
arx_000,2011-02-07,1306.28,1261.28,45.0,2.0,1.0,1.0,1123.0,1306.28,1.0,0.3333333333333333,4348.474999999999,18894.123874999997,226729.48649999997,-0.08361229738885434,0.0,uci_online_retail_proxy,horizontal_ai_saas,3,8,8.269560703848438,15,11,4,0.7623849336459857,0.2376150663540143,0.4148046264630136,21.940401033122328,16.551004904230826,0,0.2349241421204287,synthetic_arx_behavior_v1,-0.02348920557621592,92.0,75.0,18.0,92.0,45.0,75.55,18.0,59.41,3,Review,0.575,canary-hybrid-mvp-v0.1,0.23555844290239691,,0.0,True,0,0.36522574005829656,0.0,0.0,True,0,-0.9601952408603016,,0.0,True,1,True
arx_000,2011-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.57,1418.9466499999999,17027.3598,-0.9506629985330487,-1.0,uci_online_retail_proxy,horizontal_ai_saas,1,3,9.802758694813914,6,5,1,0.8595047748081291,0.14049522519187085,0.38349787327844553,9.971598241789733,17.58381016403943,1,0.06421767856225971,synthetic_arx_behavior_v1,0.05876625818654002,92.0,92.0,75.0,75.0,18.0,55.05,92.0,81.21,2,Monitor,0.75,canary-hybrid-mvp-v0.1,15.452200140858011,,0.0,True,0,17.17879780751447,,0.0,True,0,12.775928591113697,,0.0,True,0,True
arx_000,2011-02-21,21491.18,21491.18,0.0,3.0,0.0,1.0,15148.0,21491.18,1.0,0.0,5699.365,24763.740925,297164.8911,-0.13896077604896084,0.0,uci_online_retail_proxy,horizontal_ai_saas,3,10,6.784864885263101,19,15,4,0.7667075653116876,0.2332924346883124,0.3469859598725709,19.59090219321016,16.95533750826308,1,0.21054882416561937,synthetic_arx_behavior_v1,0.22953823297482767,92.0,92.0,45.0,75.0,45.0,64.5,18.0,66.0,3,Review,0.575,canary-hybrid-mvp-v0.1,-0.9382448746483161,0.0,0.0,True,1,-0.02012153985575582,,0.0,True,0,-0.17852164232331136,0.0,0.0,True,1,True
arx_000,2011-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5699.365,24763.740925,297164.8911,-0.13896077604896084,0.0,uci_online_retail_proxy,horizontal_ai_saas,1,3,6.47098485652314,6,4,2,0.6347966413252283,0.3652033586747717,0.19406796885192568,38.71905149962768,16.185681150499992,0,0.5557054442908448,synthetic_arx_behavior_v1,0.32543783692511163,75.0,92.0,18.0,45.0,45.0,45.0,92.0,63.55,3,Review,0.575,canary-hybrid-mvp-v0.1,-0.05856178714646276,,0.0,True,0,-0.8694345773608112,,0.0,True,1,0.2461098736438181,,0.0,True,0,True
arx_000,2011-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5372.795,23344.794275,280137.53130000003,0.23555844290239691,-1.0,uci_online_retail_proxy,horizontal_ai_saas,1,3,6.25128737563437,6,4,2,0.7111265899974824,0.28887341000251765,0.28070260141851233,39.58894611728925,9.790906379687108,0,0.5288546731840419,synthetic_arx_behavior_v1,-0.4084403674374888,92.0,18.0,18.0,75.0,92.0,80.94999999999999,92.0,60.19,3,Review,0.575,canary-hybrid-mvp-v0.1,0.10494630820643636,,0.0,True,0,-0.9677839932474624,,0.0,True,1,0.5741778720386688,,0.0,True,0,True
arx_000,2011-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5372.795,23344.794275,280137.53130000003,3.0,0.0,uci_online_retail_proxy,horizontal_ai_saas,1,3,7.845494438739892,6,5,1,0.8075305487582518,0.1924694512417482,0.3589162816503488,22.969893425979624,16.036048257101253,0,0.10587830324173589,synthetic_arx_behavior_v1,-0.08802198684466567,92.0,45.0,18.0,75.0,92.0,80.94999999999999,92.0,65.59,3,Review,0.575,canary-hybrid-mvp-v0.1,0.10494630820643636,,0.0,True,0,-0.16266952303223936,,0.0,True,1,-0.23093659817655443,,0.0,True,1,True
arx_000,2011-03-21,1407.86,1407.86,0.0,1.0,0.0,1.0,731.0,1407.86,1.0,0.0,351.965,1529.2879249999999,18351.4551,-0.9382448746483161,0.0,uci_online_retail_proxy,horizontal_ai_saas,3,10,6.557774738656656,19,16,3,0.8212443259853753,0.17875567401462467,0.3477441986163572,5.720556794271431,17.140798394152117,0,0.22621564551481413,synthetic_arx_behavior_v1,0.010938200775929774,92.0,92.0,75.0,75.0,18.0,55.05,18.0,70.11,2,Monitor,0.75,canary-hybrid-mvp-v0.1,14.867160086940464,,0.0,True,0,12.30218913812453,0.0,0.0,True,0,14.256303893853081,0.0,0.0,True,0,True
arx_000,2011-03-28,20054.54,20054.54,0.0,3.0,0.0,1.0,13394.0,20054.54,1.0,0.0,5365.6,23313.532,279762.38399999996,-0.05856178714646276,0.0,uci_online_retail_proxy,horizontal_ai_saas,3,11,8.907348306688956,21,17,4,0.8009092328599321,0.1990907671400679,0.3703228837397481,11.863919663852279,14.378601104556385,1,0.09112105605017905,synthetic_arx_behavior_v1,-0.11164683334243153,92.0,45.0,45.0,75.0,45.0,64.5,18.0,56.6,3,Review,0.575,canary-hybrid-mvp-v0.1,-0.8613128075145371,0.0,0.0,True,1,0.3236236394811389,0.0,0.0,True,0,-0.47533686819740584,0.0,0.0,True,1,True
arx_000,2011-04-04,2284.2,2284.2,0.0,2.0,0.0,1.0,1336.0,2284.2,1.0,0.0,5936.650000000001,25794.74425,309536.931,0.10494630820643636,0.0,uci_online_retail_proxy,horizontal_ai_saas,3,10,8.114148883089195,19,14,5,0.7452634831951337,0.2547365168048663,0.40855762849019833,12.855253867873811,20.10037165913541,1,0.06545136792481257,synthetic_arx_behavior_v1,1.0529633191914725,92.0,92.0,45.0,92.0,92.0,92.0,18.0,71.5,2,Monitor,0.75,canary-hybrid-mvp-v0.1,-0.9708438260635207,,0.0,True,1,0.4246645835614362,0.0,0.0,True,0,-0.16340907751004374,0.0,0.0,True,1,True
arx_000,2011-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5936.650000000001,25794.74425,309536.931,0.10494630820643636,0.0,uci_online_retail_proxy,horizontal_ai_saas,1,3,6.2824231151566,6,4,2,0.6688203651930561,0.3311796348069439,0.2790396405889347,27.1010416340278,16.124021895702665,2,0.2987082361362966,synthetic_arx_behavior_v1,0.005485992383594596,75.0,92.0,18.0,75.0,92.0,80.94999999999999,92.0,70.74,2,Monitor,0.75,canary-hybrid-mvp-v0.1,-0.24219804098270914,,0.0,True,1,-0.3039812015193756,,0.0,True,1,-0.16340907751004374,,0.0,True,1,True
arx_000,2011-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5584.685,24265.456325,291185.47589999996,3.0,-1.0,uci_online_retail_proxy,horizontal_ai_saas,1,3,7.407542323640839,6,5,1,0.885066325532212,0.11493367446778802,0.36301530190798553,7.55209591958981,19.262463951002626,0,0.030751438060647396,synthetic_arx_behavior_v1,0.12377868918721724,92.0,92.0,75.0,75.0,92.0,80.94999999999999,92.0,86.39,1,Advance eligible,0.875,canary-hybrid-mvp-v0.1,-0.1616528058431227,,0.0,True,1,-0.03849814268844176,,0.0,True,0,-0.3650881831293977,,0.0,True,1,True
arx_000,2011-04-25,692.36,692.36,0.0,1.0,0.0,1.0,432.0,692.36,1.0,0.0,744.14,3233.2882999999997,38799.459599999995,-0.8613128075145371,0.0,uci_online_retail_proxy,horizontal_ai_saas,3,9,8.430885262712597,17,14,3,0.8516495272667364,0.14835047273326363,0.4738459973294712,6.336652471040811,15.671364221152931,1,0.1530514338950398,synthetic_arx_behavior_v1,0.08990882403621914,92.0,92.0,75.0,92.0,18.0,66.10000000000001,18.0,72.32,2,Monitor,0.75,canary-hybrid-mvp-v0.1,8.543950063160159,0.0,0.0,True,0,2.783068374230655,0.0,0.0,True,0,3.7217190313650654,0.0,0.0,True,0,True
arx_000,2011-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.09,752.07605,9024.9126,-0.9708438260635207,-1.0,uci_online_retail_proxy,horizontal_ai_saas,1,3,9.142350743789281,6,5,1,0.788428536509671,0.21157146349032896,0.357359307745688,14.509972021522959,18.79913683998184,0,0.0783103296420397,synthetic_arx_behavior_v1,-0.06473685368708937,92.0,45.0,45.0,75.0,18.0,55.05,92.0,65.81,3,Review,0.575,canary-hybrid-mvp-v0.1,47.86322144549078,,0.0,True,0,27.693439828990694,,0.0,True,0,-0.9624183950545959,,0.0,True,1,True
arx_000,2011-05-09,17302.86,17302.86,0.0,5.0,0.0,1.0,13541.0,17302.86,1.0,0.0,4498.805,19547.307725,234567.69269999999,-0.24219804098270914,0.0,uci_online_retail_proxy,horizontal_ai_saas,3,8,10.153334824115767,15,11,4,0.7615490424397581,0.23845095756024193,0.3490418015636042,26.330890052748785,18.7557021710218,0,0.1373584270304082,synthetic_arx_behavior_v1,0.1632148785422156,92.0,92.0,18.0,75.0,18.0,55.05,18.0,58.71,3,Review,0.575,canary-hybrid-mvp-v0.1,-0.08152942837042298,,0.0,True,0,0.10397038769184253,,0.0,True,0,-0.9985540604671685,,0.0,True,1,True
arx_000,2011-05-16,732.4,732.4,0.0,1.0,0.0,1.0,412.0,732.4,1.0,0.0,4681.905000000001,20342.877225,244114.5267,-0.1616528058431227,0.0,uci_online_retail_proxy,horizontal_ai_saas,2,6,10.220574956523038,11,8,3,0.7425704920127839,0.2574295079872161,0.374601490108549,26.48110179053876,14.362002904000308,0,0.47731500379371705,synthetic_arx_behavior_v1,-0.2544046836099203,92.0,18.0,18.0,75.0,45.0,64.5,18.0,45.8,4,Declined,0.0,canary-hybrid-mvp-v0.1,0.1469017419191545,0.0,0.0,True,0,-0.2426624418906408,,0.0,True,1,0.7354575754954447,0.0,0.0,True,0,True
arx_000,2011-05-23,10372.88,10372.88,0.0,2.0,0.0,1.0,5624.0,10372.88,1.0,0.0,7102.035,30858.342074999997,370300.1049,3.0,0.0,uci_online_retail_proxy,horizontal_ai_saas,2,5,7.428169568280773,10,6,4,0.5918341605086163,0.40816583949138374,0.3856887813501321,47.663732950078305,13.368706065873894,1,0.5944959459980893,synthetic_arx_behavior_v1,-0.146934122823267,45.0,45.0,18.0,75.0,92.0,80.94999999999999,18.0,42.74,4,Declined,0.0,canary-hybrid-mvp-v0.1,-0.6036160762373038,0.0,0.0,True,1,-0.5052657442549917,0.0,0.0,True,1,0.1431572077580583,0.0,0.003571553407701474,True,0,True
arx_000,2011-05-30,5422.8,5422.8,0.0,2.0,0.0,1.0,2874.0,5422.8,1.0,0.0,8457.735,36748.858575,440986.3029,3.0,0.0,uci_online_retail_proxy,horizontal_ai_saas,2,5,6.011355113811822,10,6,4,0.5998444722082301,0.4001555277917699,0.22123380410210441,40.80812563608912,13.38965482577564,1,0.5996427064625256,synthetic_arx_behavior_v1,-0.2877516164838676,45.0,18.0,18.0,45.0,92.0,61.449999999999996,18.0,33.44,4,Declined,0.0,canary-hybrid-mvp-v0.1,-0.4127804311674462,0.0,0.0,True,1,-0.9992308815539858,,0.0,True,1,0.19203929893759963,0.0,0.0034274316082923916,True,0,True
arx_000,2011-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4132.0199999999995,17953.626899999996,215443.52279999995,-0.08152942837042298,-1.0,uci_online_retail_proxy,horizontal_ai_saas,1,3,5.093066981712184,6,4,2,0.695963297254226,0.304036702745774,0.27758227407237596,37.20942623633788,12.11136361577699,0,0.5099546950226029,synthetic_arx_behavior_v1,-0.35425698780344994,75.0,18.0,18.0,75.0,45.0,64.5,92.0,52.65,4,Declined,0.0,canary-hybrid-mvp-v0.1,0.20196598757992468,,0.0,True,0,-0.998425709459296,,0.0,True,1,1.4399573332171673,,0.011159079654905462,True,0,True
arx_000,2011-06-13,5683.0599999999995,5683.0599999999995,0.0,1.0,0.0,1.0,4718.0,5683.0599999999995,1.0,0.0,5369.6849999999995,23331.281324999996,279975.3759,0.1469017419191545,0.0,uci_online_retail_proxy,horizontal_ai_saas,3,10,8.291062022645997,19,14,5,0.7450448367075777,0.2549551632924223,0.3921840825502537,12.740875936766185,16.113840280594708,0,0.19065977587913585,synthetic_arx_behavior_v1,0.12197723314109998,92.0,92.0,45.0,75.0,92.0,80.94999999999999,18.0,69.29,3,Review,0.575,canary-hybrid-mvp-v0.1,-0.33966657262018163,,0.0,True,1,0.5131702325182952,0.0,0.0,True,0,-0.5437572222579163,0.0,0.011897250248036423,True,1,True
arx_000,2011-06-20,154.67000000000002,154.67000000000002,0.0,1.0,0.0,1.0,61.0,154.67000000000002,1.0,0.0,2815.1324999999997,12231.750712499997,146781.00854999997,-0.6036160762373038,0.0,uci_online_retail_proxy,horizontal_ai_saas,3,10,7.031702883644205,19,14,5,0.7411267934721405,0.2588732065278595,0.42836945550331307,21.197522654119613,15.49724897003116,0,0.2621424084181875,synthetic_arx_behavior_v1,0.15921831878634585,92.0,92.0,18.0,92.0,18.0,66.10000000000001,18.0,60.92,3,Review,0.575,canary-hybrid-mvp-v0.1,0.24811887184706238,0.0,0.0,True,0,1.8839646091258588,0.0,0.004435900273912544,True,0,0.6056650974687696,0.0,0.010400852250786219,True,0,True
arx_000,2011-06-27,14028.46,14028.46,0.0,3.0,0.0,1.0,11010.0,14028.46,1.0,0.0,4966.5475,21579.648887499996,258955.78664999997,-0.4127804311674462,0.0,uci_online_retail_proxy,horizontal_ai_saas,3,9,7.617180822810185,17,13,4,0.7565496395251812,0.24345036047481883,0.3400398298257763,26.645384042828788,17.100738438001844,0,0.18698476680405238,synthetic_arx_behavior_v1,0.27716051388286833,92.0,92.0,18.0,75.0,18.0,55.05,18.0,58.71,3,Review,0.575,canary-hybrid-mvp-v0.1,-0.9986902370308549,,0.0,True,1,1.029972027852346,0.0,0.005114756145823085,True,0,0.3465440529865065,0.0,0.010014227057398363,True,0,True
arx_000,2011-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4966.5475,21579.648887499996,258955.78664999997,0.20196598757992468,0.0,uci_online_retail_proxy,horizontal_ai_saas,1,3,7.782482482827902,6,5,1,0.8225403685224771,0.17745963147752286,0.40880344860618817,13.941692112131392,19.441253202856743,1,0.042168287244916364,synthetic_arx_behavior_v1,0.6052076231557775,92.0,92.0,45.0,92.0,92.0,92.0,92.0,82.6,2,Monitor,0.75,canary-hybrid-mvp-v0.1,-0.9986902370308549,,0.0,True,1,1.029972027852346,,0.01665269442826121,True,0,0.3465440529865065,,0.010014227057398363,True,0,True
arx_000,2011-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3545.7825,15406.424962499997,184877.09954999998,-0.33966657262018163,-1.0,uci_online_retail_proxy,horizontal_ai_saas,1,3,7.379751504890878,6,5,1,0.7658017707159889,0.23419822928401113,0.35531208130365427,41.11728615413115,12.764479182883559,0,0.39178304347709453,synthetic_arx_behavior_v1,-0.20785616832411202,92.0,18.0,18.0,75.0,18.0,55.05,92.0,55.01,3,Review,0.575,canary-hybrid-mvp-v0.1,1.2915245083419533,,0.0,True,0,-0.30907211595747897,,0.01588633328534337,True,1,0.808174218243787,,0.009890195284260698,True,0,True
arx_000,2011-07-18,26.02,26.02,0.0,1.0,0.0,1.0,10.0,26.02,1.0,0.0,3513.62,15266.678899999999,183200.1468,0.24811887184706238,0.0,uci_online_retail_proxy,horizontal_ai_saas,3,7,9.002718886168124,13,10,3,0.7564849594562361,0.24351504054376394,0.38655841775975663,28.132134529039025,15.859895173718394,0,0.22530453784780796,synthetic_arx_behavior_v1,0.02340068255911265,92.0,92.0,18.0,75.0,92.0,80.94999999999999,18.0,63.89,3,Review,0.575,canary-hybrid-mvp-v0.1,1.310648988792186,0.0,0.006355664069897524,True,0,0.2864680870441312,0.0,0.01329229337753021,True,0,0.23550995839049182,,0.009893984192593469,True,0,True
arx_000,2011-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.505,28.264224999999996,339.17069999999995,-0.9986902370308549,-1.0,uci_online_retail_proxy,horizontal_ai_saas,1,3,8.176427278716318,6,5,1,0.7913026910499754,0.20869730895002458,0.3630466579680611,21.784933972090876,19.03250760410746,0,0.19224851549161068,synthetic_arx_behavior_v1,0.11296407889689575,92.0,92.0,18.0,75.0,18.0,55.05,92.0,69.81,3,Review,0.575,canary-hybrid-mvp-v0.1,1548.8774019984626,,0.005118056249521112,True,0,1027.0822444273635,,0.010018111612795215,True,0,1151.9873174481168,,0.006922180272527885,True,0,False
arx_000,2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.505,28.264224999999996,339.17069999999995,-0.9986902370308549,0.0,uci_online_retail_proxy,horizontal_ai_saas,1,3,7.900228692458741,6,4,2,0.6748058789932956,0.3251941210067044,0.37700434260508087,28.697973272666367,15.161677188428648,1,0.17645458820102783,synthetic_arx_behavior_v1,-0.22012860846847282,75.0,18.0,18.0,75.0,18.0,55.05,92.0,50.76,4,Declined,0.0,canary-hybrid-mvp-v0.1,1548.8774019984626,,0.016663438951929205,True,0,1027.0822444273635,,0.010018111612795215,True,0,1536.1233666410453,,0.006276006435148027,True,0,False
arx_000,2011-08-08,32474.97,32474.97,0.0,4.0,0.0,1.0,23904.0,32474.97,1.0,0.0,8125.2475,35304.2003875,423650.40465000004,1.2915245083419533,0.0,uci_online_retail_proxy,horizontal_ai_saas,3,8,6.658774274400359,15,11,4,0.721139035180285,0.278860964819715,0.28800239460562704,29.32322872078266,13.7810052614464,0,0.3222287891095322,synthetic_arx_behavior_v1,0.07963709791825613,92.0,92.0,18.0,75.0,92.0,80.94999999999999,18.0,63.89,3,Review,0.575,canary-hybrid-mvp-v0.1,-0.698485492288081,0.0,0.06857478733652261,True,1,-0.2109295747606459,0.0,0.01895890234726446,True,1,0.3427686356630979,0.0,0.008497036152865726,True,0,True
arx_000,2011-08-15,0.0,-206.4,206.4,1.0,1.0,1.0,-1.0,0.0,0.0,0.5,8118.7425,35275.9361625,423311.23395,1.310648988792186,0.0,uci_online_retail_proxy,horizontal_ai_saas,2,6,5.202040516726096,11,6,5,0.587261453208475,0.412738546791525,0.24515918407550225,50.627944755595855,12.845010914159687,0,0.649310615427819,synthetic_arx_behavior_v1,-0.19009484151917377,45.0,45.0,18.0,45.0,92.0,61.449999999999996,92.0,49.94,4,Declined,0.0,canary-hybrid-mvp-v0.1,-0.4432438274769769,0.0,0.025751300838908364,True,1,-0.46529742752649206,,0.013135810912033233,True,1,0.6463273099251512,0.0,0.005236784542307731,True,0,True
arx_000,2011-08-22,7852.84,7852.84,0.0,3.0,0.0,1.0,5396.0,7852.84,1.0,0.0,10081.9525,43806.08361249999,525673.0033499999,3.0,0.0,uci_online_retail_proxy,horizontal_ai_saas,2,5,6.976220134341382,10,6,4,0.6406567774907022,0.35934322250929784,0.3072975290884307,30.289923671570428,15.992488690483599,0,0.41498878263411504,synthetic_arx_behavior_v1,-0.15972771307170197,75.0,45.0,18.0,75.0,92.0,80.94999999999999,18.0,50.24,4,Declined,0.0,canary-hybrid-mvp-v0.1,-0.3366686661140289,0.0,0.017405152014713633,True,1,-0.25607837370787057,0.0,0.008204198554996765,True,1,-0.38742644343940313,0.0,0.005716026899701162,True,1,True
