company_id,company_identity_note,scoring_date,capital_ready_score,composite_risk_score_legacy,final_tier,final_credit_action,final_advance_rate,ml_bad_outcome_probability_8w,output_acceptance_score,engagement_score,retention_score,concentration_score,sentiment_score,arr,mrr,advance_rate_applied,data_sources
arx_074,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,70.01,29.99,2,Monitor,0.75,0.24349060662417,92.0,45.0,66.10000000000001,45.0,75.0,94130.81864999996,7844.234887499997,0.575,"uci_retail_proxy,synthetic_behavior"
arx_041,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,69.93,30.07,3,Review,0.575,0.4034784468725453,92.0,45.0,86.05000000000001,75.0,75.0,181775.03025,15147.919187499998,0.75,"uci_retail_proxy,synthetic_behavior"
arx_015,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,67.63,32.37,3,Review,0.575,0.3343704179074057,92.0,92.0,75.55,18.0,45.0,96042.1407,8003.511724999999,0.575,"uci_retail_proxy,synthetic_behavior"
arx_071,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,67.33,32.67,3,Review,0.575,0.6965877861962287,92.0,92.0,80.94999999999999,75.0,92.0,256166.9484,21347.2457,0.875,"uci_retail_proxy,synthetic_behavior"
arx_010,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,66.46,33.54,3,Review,0.575,0.3248227714728727,92.0,75.0,80.94999999999999,18.0,45.0,175052.229,14587.68575,0.575,"uci_retail_proxy,synthetic_behavior"
arx_017,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,65.91,34.09,3,Review,0.575,0.4036120602516938,92.0,92.0,80.94999999999999,18.0,45.0,165059.598,13754.9665,0.575,"uci_retail_proxy,synthetic_behavior"
arx_045,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,65.31,34.69,3,Review,0.575,0.3997148067868549,92.0,92.0,55.05,45.0,45.0,135702.95309999993,11308.579424999994,0.575,"uci_retail_proxy,synthetic_behavior"
arx_044,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,65.08,34.92,3,Review,0.575,0.5799703509117685,92.0,92.0,92.0,18.0,75.0,192329.3394,16027.44495,0.75,"uci_retail_proxy,synthetic_behavior"
arx_068,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,63.93,36.07,3,Review,0.575,0.2304541811383194,92.0,45.0,66.10000000000001,18.0,45.0,92398.20645,7699.8505375,0.575,"uci_retail_proxy,synthetic_behavior"
arx_022,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,63.88,36.12,3,Review,0.575,0.5872869356782863,92.0,92.0,64.5,45.0,75.0,154043.9802,12836.998349999998,0.75,"uci_retail_proxy,synthetic_behavior"
arx_001,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,63.28,36.72,3,Review,0.575,0.2823308042295074,92.0,92.0,55.05,18.0,18.0,153443.0667,12786.922225,0.575,"uci_retail_proxy,synthetic_behavior"
arx_033,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,62.4,37.6,3,Review,0.575,0.3844890287135512,92.0,45.0,75.55,45.0,45.0,171315.6159,14276.301325,0.575,"uci_retail_proxy,synthetic_behavior"
arx_050,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,61.8,38.2,3,Review,0.575,0.3850962077955059,92.0,18.0,75.55,75.0,45.0,161966.1318,13497.17765,0.575,"uci_retail_proxy,synthetic_behavior"
arx_047,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,61.77,38.23,3,Review,0.575,0.3663567368369606,92.0,45.0,86.05000000000001,18.0,45.0,117293.8833,9774.490275,0.575,"uci_retail_proxy,synthetic_behavior"
arx_048,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,61.15,38.85,3,Review,0.575,0.5185602332948954,92.0,92.0,55.05,45.0,45.0,131660.40855000002,10971.700712500002,0.575,"uci_retail_proxy,synthetic_behavior"
arx_077,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,60.61,39.39,3,Review,0.575,0.4215113844956932,92.0,45.0,92.0,18.0,45.0,251569.37355,20964.1144625,0.575,"uci_retail_proxy,synthetic_behavior"
arx_027,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,60.19,39.81,3,Review,0.575,0.6054609925412056,92.0,18.0,75.55,75.0,92.0,204182.45595,17015.2046625,0.75,"uci_retail_proxy,synthetic_behavior"
arx_055,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,60.09,39.91,3,Review,0.575,0.5490607191163877,92.0,92.0,55.05,45.0,45.0,121665.3009,10138.775075,0.575,"uci_retail_proxy,synthetic_behavior"
arx_014,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,59.82,40.18,3,Review,0.575,0.5777449184482598,92.0,92.0,80.94999999999999,18.0,45.0,182414.397,15201.19975,0.575,"uci_retail_proxy,synthetic_behavior"
arx_028,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,59.81,40.19,3,Review,0.575,0.7367021720385772,92.0,92.0,80.94999999999999,75.0,45.0,171615.6816,14301.3068,0.75,"uci_retail_proxy,synthetic_behavior"
arx_067,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,59.29,40.71,3,Review,0.575,0.6337635339299434,92.0,45.0,92.0,18.0,92.0,192712.3077,16059.358975,0.75,"uci_retail_proxy,synthetic_behavior"
arx_057,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,57.86,42.14,3,Review,0.575,0.5976875669447631,92.0,45.0,75.55,75.0,45.0,134797.0206,11233.085049999998,0.575,"uci_retail_proxy,synthetic_behavior"
arx_016,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,57.6,42.4,3,Review,0.575,0.4698624189060834,92.0,18.0,66.10000000000001,75.0,45.0,111227.91569999998,9268.992975,0.575,"uci_retail_proxy,synthetic_behavior"
arx_072,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,57.24,42.76,3,Review,0.575,0.8101588160038088,92.0,92.0,80.94999999999999,75.0,45.0,166797.03315,13899.7527625,0.75,"uci_retail_proxy,synthetic_behavior"
arx_056,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,57.08,42.92,3,Review,0.575,0.8557577717581578,92.0,92.0,92.0,75.0,45.0,192789.7356,16065.8113,0.75,"uci_retail_proxy,synthetic_behavior"
arx_059,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,56.71,43.29,3,Review,0.575,0.6174929400516621,92.0,45.0,64.5,45.0,75.0,154029.9024,12835.8252,0.575,"uci_retail_proxy,synthetic_behavior"
arx_062,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,56.0,44.0,3,Review,0.575,0.8646620563347088,92.0,92.0,86.05000000000001,75.0,45.0,132380.33159999998,11031.6943,0.75,"uci_retail_proxy,synthetic_behavior"
arx_039,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,55.94,44.06,3,Review,0.575,0.5764900728750406,92.0,45.0,55.05,75.0,45.0,102490.42485,8540.8687375,0.575,"uci_retail_proxy,synthetic_behavior"
arx_026,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,55.7,44.3,3,Review,0.575,0.7950669222473453,92.0,92.0,92.0,75.0,18.0,203805.09269999995,16983.757724999996,0.75,"uci_retail_proxy,synthetic_behavior"
arx_012,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,55.18,44.82,3,Review,0.575,0.5767202910748391,92.0,45.0,92.0,18.0,45.0,163089.87915,13590.8232625,0.575,"uci_retail_proxy,synthetic_behavior"
arx_064,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,54.83,45.17,4,Declined,0.0,0.7732725606623432,92.0,75.0,92.0,45.0,45.0,196598.95365,16383.246137499998,0.75,"uci_retail_proxy,synthetic_behavior"
arx_052,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,54.65,45.35,4,Declined,0.0,0.7617812226260824,92.0,75.0,92.0,75.0,18.0,211662.46035,17638.5383625,0.75,"uci_retail_proxy,synthetic_behavior"
arx_023,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,54.31,45.69,4,Declined,0.0,0.7735176446705241,92.0,92.0,75.55,75.0,18.0,114641.7822,9553.48185,0.75,"uci_retail_proxy,synthetic_behavior"
arx_053,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,53.89,46.11,4,Declined,0.0,0.3760505271989187,92.0,45.0,55.05,18.0,18.0,175118.9682,14593.24735,0.0,"uci_retail_proxy,synthetic_behavior"
arx_075,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,53.55,46.45,4,Declined,0.0,0.9156353660958392,92.0,92.0,80.94999999999999,75.0,45.0,172686.76755000002,14390.563962500002,0.75,"uci_retail_proxy,synthetic_behavior"
arx_025,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,53.14,46.86,4,Declined,0.0,0.8682100310474382,92.0,92.0,92.0,75.0,18.0,224693.81055000005,18724.484212500003,0.75,"uci_retail_proxy,synthetic_behavior"
arx_021,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,52.38,47.62,4,Declined,0.0,0.7243906132800435,92.0,75.0,64.5,75.0,18.0,153016.17045,12751.3475375,0.575,"uci_retail_proxy,synthetic_behavior"
arx_018,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,52.13,47.87,4,Declined,0.0,0.426326413660228,92.0,45.0,55.05,18.0,18.0,71621.71994999998,5968.476662499998,0.0,"uci_retail_proxy,synthetic_behavior"
arx_076,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,51.67,48.33,4,Declined,0.0,0.8106514726772299,92.0,45.0,80.94999999999999,18.0,92.0,300746.64839999995,25062.2207,0.575,"uci_retail_proxy,synthetic_behavior"
arx_020,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,51.45,48.55,4,Declined,0.0,0.5560570932230705,92.0,45.0,64.5,45.0,18.0,87819.9234,7318.32695,0.575,"uci_retail_proxy,synthetic_behavior"
arx_032,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,51.36,48.64,4,Declined,0.0,0.7444016442043078,92.0,45.0,92.0,75.0,18.0,119704.96725000002,9975.4139375,0.575,"uci_retail_proxy,synthetic_behavior"
arx_051,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,51.19,48.81,4,Declined,0.0,0.583800352666915,75.0,92.0,64.5,18.0,18.0,140422.1445,11701.845375,0.575,"uci_retail_proxy,synthetic_behavior"
arx_009,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,51.08,48.92,4,Declined,0.0,0.5517144267541323,75.0,45.0,75.0,18.0,45.0,50992.78964999999,4249.3991375,0.0,"uci_retail_proxy,synthetic_behavior"
arx_073,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,51.03,48.97,4,Declined,0.0,0.7704634612499653,92.0,45.0,92.0,45.0,45.0,206679.17985,17223.2649875,0.575,"uci_retail_proxy,synthetic_behavior"
arx_070,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,50.87,49.13,4,Declined,0.0,0.6972418061918073,92.0,18.0,75.55,75.0,45.0,122090.7633,10174.230275,0.575,"uci_retail_proxy,synthetic_behavior"
arx_054,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,50.64,49.36,4,Declined,0.0,0.5792798075880398,92.0,45.0,64.5,45.0,18.0,135638.03879999998,11303.1699,0.575,"uci_retail_proxy,synthetic_behavior"
arx_060,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,50.6,49.4,4,Declined,0.0,0.8033628346453016,92.0,92.0,55.05,75.0,18.0,135493.61099999998,11291.134249999996,0.575,"uci_retail_proxy,synthetic_behavior"
arx_036,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,50.13,49.87,4,Declined,0.0,0.7425026898961425,92.0,45.0,55.05,75.0,45.0,121857.69749999998,10154.808124999998,0.575,"uci_retail_proxy,synthetic_behavior"
arx_019,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,49.97,50.03,4,Declined,0.0,0.8907915522518582,92.0,45.0,80.94999999999999,92.0,45.0,275596.13729999994,22966.344775,0.75,"uci_retail_proxy,synthetic_behavior"
arx_037,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,48.92,51.08,4,Declined,0.0,0.9476051056859588,92.0,92.0,80.94999999999999,75.0,18.0,246740.5578,20561.71315,0.75,"uci_retail_proxy,synthetic_behavior"
arx_011,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,48.14,51.86,4,Declined,0.0,0.8893230902227233,92.0,45.0,92.0,18.0,75.0,475612.3465499999,39634.36221249999,0.575,"uci_retail_proxy,synthetic_behavior"
arx_013,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,48.08,51.92,4,Declined,0.0,0.7517048602611744,92.0,92.0,64.5,18.0,18.0,126071.913,10505.99275,0.575,"uci_retail_proxy,synthetic_behavior"
arx_063,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,47.78,52.22,4,Declined,0.0,0.9212076109135352,92.0,75.0,55.05,75.0,45.0,166150.75785,13845.8964875,0.575,"uci_retail_proxy,synthetic_behavior"
arx_078,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,47.25,52.75,4,Declined,0.0,0.8617329469232019,92.0,18.0,92.0,75.0,45.0,216244.3932,18020.3661,0.575,"uci_retail_proxy,synthetic_behavior"
arx_065,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,46.66,53.34,4,Declined,0.0,0.9380271690335013,92.0,45.0,80.94999999999999,75.0,45.0,169606.7274,14133.89395,0.575,"uci_retail_proxy,synthetic_behavior"
arx_007,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,45.98,54.02,4,Declined,0.0,0.6983548045260757,92.0,45.0,80.94999999999999,18.0,18.0,193927.43039999995,16160.619199999996,0.0,"uci_retail_proxy,synthetic_behavior"
arx_029,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,45.54,54.46,4,Declined,0.0,0.6897609017249026,92.0,45.0,55.05,45.0,18.0,108654.546,9054.5455,0.0,"uci_retail_proxy,synthetic_behavior"
arx_040,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,44.89,55.11,4,Declined,0.0,0.8296394615916863,92.0,45.0,80.94999999999999,18.0,45.0,228360.165,19030.01375,0.575,"uci_retail_proxy,synthetic_behavior"
arx_042,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,44.11,55.89,4,Declined,0.0,0.8595058442076359,75.0,75.0,80.94999999999999,45.0,18.0,219636.62159999995,18303.0518,0.575,"uci_retail_proxy,synthetic_behavior"
arx_035,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,43.01,56.99,4,Declined,0.0,0.8835009375105258,92.0,45.0,80.94999999999999,18.0,45.0,196079.89995,16339.991662499997,0.575,"uci_retail_proxy,synthetic_behavior"
arx_038,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,42.71,57.29,4,Declined,0.0,0.950425506764598,92.0,45.0,80.94999999999999,75.0,18.0,219100.3617,18258.363475,0.575,"uci_retail_proxy,synthetic_behavior"
arx_046,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,42.28,57.72,4,Declined,0.0,0.8791571756981028,92.0,18.0,80.94999999999999,45.0,45.0,196180.13910000003,16348.344925,0.575,"uci_retail_proxy,synthetic_behavior"
arx_030,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,41.7,58.3,4,Declined,0.0,0.9341004979204384,92.0,92.0,64.5,18.0,18.0,244152.5889,20346.049075,0.575,"uci_retail_proxy,synthetic_behavior"
arx_004,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,40.63,59.37,4,Declined,0.0,0.8114867629980353,75.0,45.0,64.5,18.0,45.0,255143.57055,21261.9642125,0.0,"uci_retail_proxy,synthetic_behavior"
arx_066,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,40.54,59.46,4,Declined,0.0,0.912210418856659,92.0,18.0,80.94999999999999,75.0,18.0,185137.53884999995,15428.128237499996,0.575,"uci_retail_proxy,synthetic_behavior"
arx_034,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,40.26,59.74,4,Declined,0.0,0.9367438238547456,92.0,45.0,80.94999999999999,45.0,18.0,228142.4805,19011.873375,0.575,"uci_retail_proxy,synthetic_behavior"
arx_079,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,39.22,60.78,4,Declined,0.0,0.9498470956377384,92.0,18.0,80.94999999999999,75.0,18.0,152260.0101,12688.334175,0.575,"uci_retail_proxy,synthetic_behavior"
arx_000,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,38.35,61.65,4,Declined,0.0,0.7197725429131038,92.0,18.0,55.05,18.0,18.0,297111.9689999999,24759.33075,0.0,"uci_retail_proxy,synthetic_behavior"
arx_003,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,36.17,63.83,4,Declined,0.0,0.9999988459909382,75.0,45.0,80.94999999999999,18.0,45.0,2196001.236,183000.103,0.575,"uci_retail_proxy,synthetic_behavior"
arx_058,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,33.16,66.84,4,Declined,0.0,0.9244426272854503,75.0,45.0,64.5,18.0,18.0,133300.34190000003,11108.361825000002,0.0,"uci_retail_proxy,synthetic_behavior"
